# of predictors,i,predictors,fold,tn|fp|fn|tp
7,145,2|3|5|6|7|9|10,4,13|2|4|33
7,146,0|3|4|5|7|8|9,0,7|14|11|20
7,146,0|3|4|5|7|8|9,1,13|4|17|18
7,146,0|3|4|5|7|8|9,2,15|14|7|16
7,146,0|3|4|5|7|8|9,3,21|5|16|10
7,146,0|3|4|5|7|8|9,4,15|10|3|24
7,147,2|3|5|6|8|9|10,0,7|7|1|37
7,147,2|3|5|6|8|9|10,1,5|11|10|26
7,147,2|3|5|6|8|9|10,2,9|7|8|28
7,147,2|3|5|6|8|9|10,3,14|8|10|20
7,147,2|3|5|6|8|9|10,4,10|6|3|33
7,148,0|2|3|4|5|7|8,0,10|10|8|24
7,148,0|2|3|4|5|7|8,1,12|8|11|21
7,148,0|2|3|4|5|7|8,2,20|12|3|17
7,148,0|2|3|4|5|7|8,3,26|5|16|5
7,148,0|2|3|4|5|7|8,4,18|12|1|21
7,149,0|2|4|6|7|8|9,0,16|4|11|21
7,149,0|2|4|6|7|8|9,1,15|9|7|21
7,149,0|2|4|6|7|8|9,2,22|7|5|18
7,149,0|2|4|6|7|8|9,3,17|13|10|12
7,149,0|2|4|6|7|8|9,4,19|6|5|22
7,150,0|1|3|4|6|9|10,0,14|7|10|21
7,150,0|1|3|4|6|9|10,1,15|7|7|23
7,150,0|1|3|4|6|9|10,2,17|9|9|17
7,150,0|1|3|4|6|9|10,3,23|14|8|7
7,150,0|1|3|4|6|9|10,4,23|2|3|24
7,151,1|2|3|4|7|9|10,0,11|2|12|27
7,151,1|2|3|4|7|9|10,1,11|7|5|29
7,151,1|2|3|4|7|9|10,2,18|3|5|26
7,151,1|2|3|4|7|9|10,3,22|7|8|15
7,151,1|2|3|4|7|9|10,4,14|6|5|27
7,152,0|2|5|7|8|9|10,0,6|12|9|25
7,152,0|2|5|7|8|9|10,1,7|11|8|26
7,152,0|2|5|7|8|9|10,2,12|9|10|21
7,152,0|2|5|7|8|9|10,3,17|5|15|15
7,152,0|2|5|7|8|9|10,4,13|3|8|28
7,153,2|3|4|5|6|7|9,0,16|4|10|22
7,153,2|3|4|5|6|7|9,1,16|5|7|24
7,153,2|3|4|5|6|7|9,2,21|6|1|24
7,153,2|3|4|5|6|7|9,3,19|9|7|17
7,153,2|3|4|5|6|7|9,4,19|4|5|24
7,154,0|1|2|3|4|6|10,0,13|7|19|13
7,154,0|1|2|3|4|6|10,1,17|8|8|19
7,154,0|1|2|3|4|6|10,2,18|11|8|15
7,154,0|1|2|3|4|6|10,3,21|21|4|6
7,154,0|1|2|3|4|6|10,4,18|12|11|11
7,155,1|2|5|6|8|9|10,0,8|8|2|34
7,155,1|2|5|6|8|9|10,1,5|13|8|26
7,155,1|2|5|6|8|9|10,2,7|8|10|27
7,155,1|2|5|6|8|9|10,3,12|10|7|23
7,155,1|2|5|6|8|9|10,4,8|5|6|33
7,156,2|3|4|5|6|8|10,0,7|7|7|31
7,156,2|3|4|5|6|8|10,1,11|3|9|29
7,156,2|3|4|5|6|8|10,2,17|3|5|27
7,156,2|3|4|5|6|8|10,3,21|5|9|17
7,156,2|3|4|5|6|8|10,4,15|6|3|28
7,157,1|2|3|5|7|9|10,0,12|4|10|26
7,157,1|2|3|5|7|9|10,1,13|6|5|28
7,157,1|2|3|5|7|9|10,2,13|6|8|25
7,157,1|2|3|5|7|9|10,3,19|6|8|19
7,157,1|2|3|5|7|9|10,4,9|7|4|32
7,158,1|4|5|6|7|9|10,0,10|10|12|20
7,158,1|4|5|6|7|9|10,1,8|9|7|28
7,158,1|4|5|6|7|9|10,2,9|10|6|27
7,158,1|4|5|6|7|9|10,3,13|10|4|25
7,158,1|4|5|6|7|9|10,4,12|0|6|34
7,159,0|2|4|5|6|7|10,0,12|11|15|14
7,159,0|2|4|5|6|7|10,1,9|13|6|24
7,159,0|2|4|5|6|7|10,2,21|7|9|15
7,159,0|2|4|5|6|7|10,3,25|7|10|10
7,159,0|2|4|5|6|7|10,4,19|3|8|22
7,160,1|2|4|5|6|7|9,0,20|2|5|25
7,160,1|2|4|5|6|7|9,1,13|10|3|26
7,160,1|2|4|5|6|7|9,2,16|10|2|24
7,160,1|2|4|5|6|7|9,3,19|9|4|20
7,160,1|2|4|5|6|7|9,4,15|5|6|26
7,161,2|3|4|5|6|9|10,0,12|5|5|30
7,161,2|3|4|5|6|9|10,1,12|4|10|26
7,161,2|3|4|5|6|9|10,2,16|5|5|26
7,161,2|3|4|5|6|9|10,3,14|14|7|17
7,161,2|3|4|5|6|9|10,4,15|5|3|29
7,162,0|2|3|6|7|8|10,0,12|4|13|23
7,162,0|2|3|6|7|8|10,1,9|15|3|25
7,162,0|2|3|6|7|8|10,2,12|12|9|19
7,162,0|2|3|6|7|8|10,3,23|8|11|10
7,162,0|2|3|6|7|8|10,4,19|4|4|25
7,163,2|3|4|5|7|8|9,0,10|5|7|30
7,163,2|3|4|5|7|8|9,1,9|6|7|30
7,163,2|3|4|5|7|8|9,2,12|12|2|26
7,163,2|3|4|5|7|8|9,3,16|6|14|16
7,163,2|3|4|5|7|8|9,4,14|8|4|26
7,164,1|3|5|6|7|8|10,0,7|9|4|32
7,164,1|3|5|6|7|8|10,1,6|12|5|29
7,164,1|3|5|6|7|8|10,2,12|5|7|28
7,164,1|3|5|6|7|8|10,3,17|5|8|22
7,164,1|3|5|6|7|8|10,4,9|5|5|33
7,165,1|4|5|6|8|9|10,0,7|10|2|33
7,165,1|4|5|6|8|9|10,1,6|7|9|30
7,165,1|4|5|6|8|9|10,2,7|9|6|30
7,165,1|4|5|6|8|9|10,3,14|7|9|22
7,165,1|4|5|6|8|9|10,4,10|3|4|35
7,166,0|2|3|4|6|8|9,0,15|4|14|19
7,166,0|2|3|4|6|8|9,1,12|11|7|22
7,166,0|2|3|4|6|8|9,2,19|11|7|15
7,166,0|2|3|4|6|8|9,3,21|14|11|6
7,166,0|2|3|4|6|8|9,4,22|9|6|15
7,167,3|4|5|6|7|8|10,0,4|11|3|34
7,167,3|4|5|6|7|8|10,1,9|4|10|29
7,167,3|4|5|6|7|8|10,2,11|8|2|31
7,167,3|4|5|6|7|8|10,3,14|7|11|20
7,167,3|4|5|6|7|8|10,4,11|5|3|33
7,168,0|1|2|4|5|9|10,0,14|8|13|17
7,168,0|1|2|4|5|9|10,1,13|6|13|20
7,168,0|1|2|4|5|9|10,2,18|8|9|17
7,168,0|1|2|4|5|9|10,3,19|14|9|10
7,168,0|1|2|4|5|9|10,4,14|9|7|22
7,169,0|1|3|4|5|7|8,0,10|12|7|23
7,169,0|1|3|4|5|7|8,1,14|6|10|22
7,169,0|1|3|4|5|7|8,2,21|10|4|17
7,169,0|1|3|4|5|7|8,3,26|5|11|10
7,169,0|1|3|4|5|7|8,4,19|9|2|22
7,170,2|3|4|6|7|9|10,0,12|2|8|30
7,170,2|3|4|6|7|9|10,1,14|5|5|28
7,170,2|3|4|6|7|9|10,2,17|4|4|27
7,170,2|3|4|6|7|9|10,3,18|10|6|18
7,170,2|3|4|6|7|9|10,4,16|3|4|29
7,171,1|2|3|4|8|9|10,0,7|3|12|30
7,171,1|2|3|4|8|9|10,1,8|6|10|28
7,171,1|2|3|4|8|9|10,2,13|5|6|28
7,171,1|2|3|4|8|9|10,3,19|8|8|17
7,171,1|2|3|4|8|9|10,4,17|4|5|26
7,172,0|2|3|4|6|8|10,0,11|5|26|10
7,172,0|2|3|4|6|8|10,1,13|7|8|24
7,172,0|2|3|4|6|8|10,2,17|9|8|18
7,172,0|2|3|4|6|8|10,3,22|13|13|4
7,172,0|2|3|4|6|8|10,4,19|9|3|21
7,173,2|3|5|6|7|8|9,0,11|6|10|25
7,173,2|3|5|6|7|8|9,1,10|11|4|27
7,173,2|3|5|6|7|8|9,2,11|11|4|26
7,173,2|3|5|6|7|8|9,3,18|4|10|20
7,173,2|3|5|6|7|8|9,4,12|7|4|29
7,174,0|1|3|5|6|9|10,0,16|8|6|22
7,174,0|1|3|5|6|9|10,1,13|10|8|21
7,174,0|1|3|5|6|9|10,2,19|5|10|18
7,174,0|1|3|5|6|9|10,3,22|11|10|9
7,174,0|1|3|5|6|9|10,4,14|7|5|26
7,175,0|1|3|4|6|7|10,0,15|6|11|20
7,175,0|1|3|4|6|7|10,1,15|9|6|22
7,175,0|1|3|4|6|7|10,2,20|8|8|16
7,175,0|1|3|4|6|7|10,3,26|11|5|10
7,175,0|1|3|4|6|7|10,4,21|4|5|22
7,176,0|2|3|5|6|7|9,0,18|7|11|16
7,176,0|2|3|5|6|7|9,1,13|15|3|21
7,176,0|2|3|5|6|7|9,2,20|11|6|15
7,176,0|2|3|5|6|7|9,3,24|9|10|9
7,176,0|2|3|5|6|7|9,4,21|5|5|21
7,177,0|2|4|5|6|7|8,0,13|10|9|20
7,177,0|2|4|5|6|7|8,1,16|7|7|22
7,177,0|2|4|5|6|7|8,2,20|11|2|19
7,177,0|2|4|5|6|7|8,3,25|5|10|12
7,177,0|2|4|5|6|7|8,4,19|7|3|23
7,178,1|3|5|6|7|8|9,0,7|12|7|26
7,178,1|3|5|6|7|8|9,1,8|13|4|27
7,178,1|3|5|6|7|8|9,2,12|9|6|25
7,178,1|3|5|6|7|8|9,3,15|7|8|22
7,178,1|3|5|6|7|8|9,4,10|7|6|29
7,179,1|2|4|5|6|8|10,0,12|4|8|28
7,179,1|2|4|5|6|8|10,1,10|6|9|27
7,179,1|2|4|5|6|8|10,2,13|6|5|28
7,179,1|2|4|5|6|8|10,3,21|5|6|20
7,179,1|2|4|5|6|8|10,4,10|8|5|29
7,180,0|1|2|3|5|8|10,0,11|7|12|22
7,180,0|1|2|3|5|8|10,1,11|9|12|20
7,180,0|1|2|3|5|8|10,2,17|7|7|21
7,180,0|1|2|3|5|8|10,3,27|5|17|3
7,180,0|1|2|3|5|8|10,4,18|7|6|21
7,181,0|1|3|5|7|9|10,0,10|12|8|22
7,181,0|1|3|5|7|9|10,1,14|7|8|23
7,181,0|1|3|5|7|9|10,2,19|5|8|20
7,181,0|1|3|5|7|9|10,3,21|8|14|9
7,181,0|1|3|5|7|9|10,4,14|5|6|27
7,182,1|3|5|6|7|8|10,0,7|9|4|32
7,182,1|3|5|6|7|8|10,1,6|12|5|29
7,182,1|3|5|6|7|8|10,2,12|5|7|28
7,182,1|3|5|6|7|8|10,3,17|5|8|22
7,182,1|3|5|6|7|8|10,4,9|5|5|33
7,183,1|2|3|7|8|9|10,0,6|4|12|30
7,183,1|2|3|7|8|9|10,1,7|11|4|30
7,183,1|2|3|7|8|9|10,2,13|3|8|28
7,183,1|2|3|7|8|9|10,3,12|11|6|23
7,183,1|2|3|7|8|9|10,4,11|5|4|32
7,184,1|2|4|5|6|9|10,0,12|7|14|19
7,184,1|2|4|5|6|9|10,1,10|8|7|27
7,184,1|2|4|5|6|9|10,2,12|8|5|27
7,184,1|2|4|5|6|9|10,3,15|13|4|20
7,184,1|2|4|5|6|9|10,4,13|4|4|31
7,185,0|1|3|6|8|9|10,0,11|7|11|23
7,185,0|1|3|6|8|9|10,1,10|12|5|25
7,185,0|1|3|6|8|9|10,2,15|6|11|20
7,185,0|1|3|6|8|9|10,3,22|9|11|10
7,185,0|1|3|6|8|9|10,4,17|4|6|25
7,186,1|2|3|4|6|7|8,0,11|4|13|24
7,186,1|2|3|4|6|7|8,1,13|10|5|24
7,186,1|2|3|4|6|7|8,2,20|6|4|22
7,186,1|2|3|4|6|7|8,3,21|10|5|16
7,186,1|2|3|4|6|7|8,4,21|5|6|20
7,187,0|1|2|3|7|8|10,0,9|6|12|25
7,187,0|1|2|3|7|8|10,1,10|13|9|20
7,187,0|1|2|3|7|8|10,2,16|8|9|19
7,187,0|1|2|3|7|8|10,3,21|11|7|13
7,187,0|1|2|3|7|8|10,4,18|6|2|26
7,188,0|2|3|4|5|6|7,0,17|8|11|16
7,188,0|2|3|4|5|6|7,1,20|6|7|19
7,188,0|2|3|4|5|6|7,2,25|10|2|15
7,188,0|2|3|4|5|6|7,3,29|8|11|4
7,188,0|2|3|4|5|6|7,4,24|7|4|17
7,189,0|1|2|4|5|6|9,0,20|7|5|20
7,189,0|1|2|4|5|6|9,1,16|10|7|19
7,189,0|1|2|4|5|6|9,2,19|13|4|16
7,189,0|1|2|4|5|6|9,3,22|15|4|11
7,189,0|1|2|4|5|6|9,4,22|6|5|19
7,190,0|1|2|3|6|7|8,0,12|8|14|18
7,190,0|1|2|3|6|7|8,1,10|20|4|18
7,190,0|1|2|3|6|7|8,2,23|7|8|14
7,190,0|1|2|3|6|7|8,3,23|13|8|8
7,190,0|1|2|3|6|7|8,4,20|9|6|17
7,191,2|3|4|5|6|9|10,0,12|5|5|30
7,191,2|3|4|5|6|9|10,1,12|4|10|26
7,191,2|3|4|5|6|9|10,2,16|5|5|26
7,191,2|3|4|5|6|9|10,3,14|14|7|17
7,191,2|3|4|5|6|9|10,4,15|5|3|29
7,192,0|2|3|5|6|9|10,0,12|10|3|27
7,192,0|2|3|5|6|9|10,1,15|8|8|21
7,192,0|2|3|5|6|9|10,2,18|7|9|18
7,192,0|2|3|5|6|9|10,3,27|6|11|8
7,192,0|2|3|5|6|9|10,4,14|9|3|26
7,193,1|2|3|5|8|9|10,0,6|7|9|30
7,193,1|2|3|5|8|9|10,1,8|7|8|29
7,193,1|2|3|5|8|9|10,2,12|4|9|27
7,193,1|2|3|5|8|9|10,3,18|5|11|18
7,193,1|2|3|5|8|9|10,4,12|5|4|31
7,194,0|2|3|6|8|9|10,0,11|5|14|22
7,194,0|2|3|6|8|9|10,1,8|14|5|25
7,194,0|2|3|6|8|9|10,2,13|9|7|23
7,194,0|2|3|6|8|9|10,3,24|7|13|8
7,194,0|2|3|6|8|9|10,4,17|6|4|25
7,195,0|2|3|5|6|7|8,0,13|9|11|19
7,195,0|2|3|5|6|7|8,1,13|13|4|22
7,195,0|2|3|5|6|7|8,2,17|13|4|18
7,195,0|2|3|5|6|7|8,3,27|4|14|7
7,195,0|2|3|5|6|7|8,4,18|9|3|22
7,196,0|2|4|5|6|7|9,0,19|7|7|19
7,196,0|2|4|5|6|7|9,1,11|14|6|21
7,196,0|2|4|5|6|7|9,2,19|13|7|13
7,196,0|2|4|5|6|7|9,3,19|13|8|12
7,196,0|2|4|5|6|7|9,4,20|5|7|20
7,197,0|2|3|5|7|9|10,0,13|7|8|24
7,197,0|2|3|5|7|9|10,1,12|9|11|20
7,197,0|2|3|5|7|9|10,2,16|9|7|20
7,197,0|2|3|5|7|9|10,3,24|5|12|11
7,197,0|2|3|5|7|9|10,4,13|8|2|29
7,198,1|2|4|5|6|7|10,0,14|5|14|19
7,198,1|2|4|5|6|7|10,1,11|9|5|27
7,198,1|2|4|5|6|7|10,2,13|9|4|26
7,198,1|2|4|5|6|7|10,3,20|8|4|20
7,198,1|2|4|5|6|7|10,4,15|2|7|28
7,199,2|4|5|6|7|9|10,0,10|8|10|24
7,199,2|4|5|6|7|9|10,1,5|12|7|28
7,199,2|4|5|6|7|9|10,2,14|6|7|25
7,199,2|4|5|6|7|9|10,3,18|5|5|24
7,199,2|4|5|6|7|9|10,4,13|1|5|33
7,200,1|3|5|6|7|8|10,0,7|9|4|32
7,200,1|3|5|6|7|8|10,1,6|12|5|29
7,200,1|3|5|6|7|8|10,2,12|5|7|28
7,200,1|3|5|6|7|8|10,3,17|5|8|22
7,200,1|3|5|6|7|8|10,4,9|5|5|33
7,201,1|2|3|4|6|7|8,0,11|4|13|24
7,201,1|2|3|4|6|7|8,1,13|10|5|24
7,201,1|2|3|4|6|7|8,2,20|6|4|22
7,201,1|2|3|4|6|7|8,3,21|10|5|16
7,201,1|2|3|4|6|7|8,4,21|5|6|20
7,202,1|2|3|5|6|7|8,0,9|9|11|23
7,202,1|2|3|5|6|7|8,1,12|12|4|24
7,202,1|2|3|5|6|7|8,2,14|10|4|24
7,202,1|2|3|5|6|7|8,3,21|6|11|14
7,202,1|2|3|5|6|7|8,4,14|8|5|25
7,203,0|1|4|5|6|8|10,0,13|9|9|21
7,203,0|1|4|5|6|8|10,1,10|8|11|23
7,203,0|1|4|5|6|8|10,2,15|9|9|19
7,203,0|1|4|5|6|8|10,3,24|6|7|15
7,203,0|1|4|5|6|8|10,4,16|5|5|26
7,204,0|1|3|5|6|9|10,0,16|8|6|22
7,204,0|1|3|5|6|9|10,1,13|10|8|21
7,204,0|1|3|5|6|9|10,2,19|5|10|18
7,204,0|1|3|5|6|9|10,3,22|11|10|9
7,204,0|1|3|5|6|9|10,4,14|7|5|26
7,205,0|1|2|3|5|6|8,0,15|8|10|19
7,205,0|1|2|3|5|6|8,1,13|14|9|16
7,205,0|1|2|3|5|6|8,2,21|9|7|15
7,205,0|1|2|3|5|6|8,3,31|5|10|6
7,205,0|1|2|3|5|6|8,4,20|10|4|18
7,206,1|2|3|6|7|9|10,0,12|3|11|26
7,206,1|2|3|6|7|9|10,1,10|14|2|26
7,206,1|2|3|6|7|9|10,2,15|4|7|26
7,206,1|2|3|6|7|9|10,3,23|6|5|18
7,206,1|2|3|6|7|9|10,4,13|4|6|29
7,207,0|1|2|3|4|7|9,0,16|5|13|18
7,207,0|1|2|3|4|7|9,1,19|7|7|19
7,207,0|1|2|3|4|7|9,2,26|7|5|14
7,207,0|1|2|3|4|7|9,3,24|14|6|8
7,207,0|1|2|3|4|7|9,4,21|10|7|14
7,208,1|2|5|6|7|9|10,0,13|6|11|22
7,208,1|2|5|6|7|9|10,1,7|15|5|25
7,208,1|2|5|6|7|9|10,2,8|10|8|26
7,208,1|2|5|6|7|9|10,3,15|9|7|21
7,208,1|2|5|6|7|9|10,4,11|1|7|33
7,209,2|3|4|5|7|8|9,0,10|5|7|30
7,209,2|3|4|5|7|8|9,1,9|6|7|30
7,209,2|3|4|5|7|8|9,2,12|12|2|26
7,209,2|3|4|5|7|8|9,3,16|6|14|16
7,209,2|3|4|5|7|8|9,4,14|8|4|26
7,210,0|2|4|5|7|8|10,0,8|10|6|28
7,210,0|2|4|5|7|8|10,1,11|5|14|22
7,210,0|2|4|5|7|8|10,2,16|9|6|21
7,210,0|2|4|5|7|8|10,3,21|5|16|10
7,210,0|2|4|5|7|8|10,4,17|4|2|29
7,211,0|1|2|6|8|9|10,0,13|5|11|23
7,211,0|1|2|6|8|9|10,1,8|16|6|22
7,211,0|1|2|6|8|9|10,2,16|5|12|19
7,211,0|1|2|6|8|9|10,3,21|10|7|14
7,211,0|1|2|6|8|9|10,4,18|2|8|24
7,212,0|1|2|3|4|5|6,0,18|8|7|19
7,212,0|1|2|3|4|5|6,1,19|8|9|16
7,212,0|1|2|3|4|5|6,2,23|12|3|14
7,212,0|1|2|3|4|5|6,3,30|12|7|3
7,212,0|1|2|3|4|5|6,4,22|12|6|12
7,213,3|4|5|6|7|8|10,0,4|11|3|34
7,213,3|4|5|6|7|8|10,1,9|4|10|29
7,213,3|4|5|6|7|8|10,2,11|8|2|31
7,213,3|4|5|6|7|8|10,3,14|7|11|20
7,213,3|4|5|6|7|8|10,4,11|5|3|33
7,214,0|1|3|6|8|9|10,0,11|7|11|23
7,214,0|1|3|6|8|9|10,1,10|12|5|25
7,214,0|1|3|6|8|9|10,2,15|6|11|20
7,214,0|1|3|6|8|9|10,3,22|9|11|10
7,214,0|1|3|6|8|9|10,4,17|4|6|25
7,215,1|3|4|5|6|9|10,0,11|8|5|28
7,215,1|3|4|5|6|9|10,1,12|4|8|28
7,215,1|3|4|5|6|9|10,2,15|5|6|26
7,215,1|3|4|5|6|9|10,3,16|12|4|20
7,215,1|3|4|5|6|9|10,4,14|4|3|31
7,216,0|3|6|7|8|9|10,0,9|8|9|26
7,216,0|3|6|7|8|9|10,1,10|11|6|25
7,216,0|3|6|7|8|9|10,2,13|8|7|24
7,216,0|3|6|7|8|9|10,3,20|6|11|15
7,216,0|3|6|7|8|9|10,4,13|5|4|30
7,217,0|1|2|3|5|6|10,0,16|7|19|10
7,217,0|1|2|3|5|6|10,1,19|7|9|17
7,217,0|1|2|3|5|6|10,2,21|6|5|20
7,217,0|1|2|3|5|6|10,3,25|13|8|6
7,217,0|1|2|3|5|6|10,4,17|9|7|19
7,218,0|1|4|7|8|9|10,0,11|6|10|25
7,218,0|1|4|7|8|9|10,1,9|8|9|26
7,218,0|1|4|7|8|9|10,2,14|8|8|22
7,218,0|1|4|7|8|9|10,3,14|12|10|16
7,218,0|1|4|7|8|9|10,4,15|3|6|28
7,219,0|1|2|3|4|7|9,0,16|5|13|18
7,219,0|1|2|3|4|7|9,1,19|7|7|19
7,219,0|1|2|3|4|7|9,2,26|7|5|14
7,219,0|1|2|3|4|7|9,3,24|14|6|8
7,219,0|1|2|3|4|7|9,4,21|10|7|14
7,220,0|2|3|4|5|9|10,0,12|8|5|27
7,220,0|2|3|4|5|9|10,1,12|5|14|21
7,220,0|2|3|4|5|9|10,2,20|7|6|19
7,220,0|2|3|4|5|9|10,3,25|8|13|6
7,220,0|2|3|4|5|9|10,4,15|11|3|23
7,221,0|2|3|7|8|9|10,0,12|2|16|22
7,221,0|2|3|7|8|9|10,1,8|12|6|26
7,221,0|2|3|7|8|9|10,2,14|8|9|21
7,221,0|2|3|7|8|9|10,3,19|8|13|12
7,221,0|2|3|7|8|9|10,4,15|6|4|27
7,222,0|1|3|4|7|8|10,0,10|6|11|25
7,222,0|1|3|4|7|8|10,1,8|10|11|23
7,222,0|1|3|4|7|8|10,2,18|7|7|20
7,222,0|1|3|4|7|8|10,3,18|13|8|13
7,222,0|1|3|4|7|8|10,4,19|5|2|26
7,223,1|4|5|6|7|8|9,0,11|9|8|24
7,223,1|4|5|6|7|8|9,1,11|7|4|30
7,223,1|4|5|6|7|8|9,2,11|11|5|25
7,223,1|4|5|6|7|8|9,3,17|4|9|22
7,223,1|4|5|6|7|8|9,4,12|4|6|30
7,224,0|1|3|5|7|9|10,0,10|12|8|22
7,224,0|1|3|5|7|9|10,1,14|7|8|23
7,224,0|1|3|5|7|9|10,2,19|5|8|20
7,224,0|1|3|5|7|9|10,3,21|8|14|9
7,224,0|1|3|5|7|9|10,4,14|5|6|27
7,225,0|2|3|4|6|8|10,0,11|5|26|10
7,225,0|2|3|4|6|8|10,1,13|7|8|24
7,225,0|2|3|4|6|8|10,2,17|9|8|18
7,225,0|2|3|4|6|8|10,3,22|13|13|4
7,225,0|2|3|4|6|8|10,4,19|9|3|21
7,226,0|1|2|3|4|6|7,0,18|5|15|14
7,226,0|1|2|3|4|6|7,1,20|10|5|17
7,226,0|1|2|3|4|6|7,2,25|10|4|13
7,226,0|1|2|3|4|6|7,3,30|12|6|4
7,226,0|1|2|3|4|6|7,4,28|5|5|14
7,227,1|4|5|6|7|8|10,0,9|8|6|29
7,227,1|4|5|6|7|8|10,1,7|8|7|30
7,227,1|4|5|6|7|8|10,2,8|10|6|28
7,227,1|4|5|6|7|8|10,3,19|2|6|25
7,227,1|4|5|6|7|8|10,4,11|2|6|33
7,228,2|3|4|6|7|9|10,0,12|2|8|30
7,228,2|3|4|6|7|9|10,1,14|5|5|28
7,228,2|3|4|6|7|9|10,2,17|4|4|27
7,228,2|3|4|6|7|9|10,3,18|10|6|18
7,228,2|3|4|6|7|9|10,4,16|3|4|29
7,229,1|2|3|4|7|8|9,0,8|5|11|28
7,229,1|2|3|4|7|8|9,1,12|7|4|29
7,229,1|2|3|4|7|8|9,2,18|6|5|23
7,229,1|2|3|4|7|8|9,3,13|14|6|19
7,229,1|2|3|4|7|8|9,4,15|9|6|22
7,230,0|1|3|6|7|8|10,0,8|10|10|24
7,230,0|1|3|6|7|8|10,1,8|16|4|24
7,230,0|1|3|6|7|8|10,2,19|4|10|19
7,230,0|1|3|6|7|8|10,3,25|6|4|17
7,230,0|1|3|6|7|8|10,4,16|5|3|28
7,231,0|1|2|3|6|7|10,0,14|6|15|17
7,231,0|1|2|3|6|7|10,1,16|13|3|20
7,231,0|1|2|3|6|7|10,2,24|3|8|17
7,231,0|1|2|3|6|7|10,3,25|13|7|7
7,231,0|1|2|3|6|7|10,4,18|7|4|23
7,232,1|2|3|4|6|7|9,0,18|0|12|22
7,232,1|2|3|4|6|7|9,1,17|8|4|23
7,232,1|2|3|4|6|7|9,2,22|5|4|21
7,232,1|2|3|4|6|7|9,3,22|11|3|16
7,232,1|2|3|4|6|7|9,4,20|5|6|21
7,233,1|2|4|5|6|8|9,0,14|5|8|25
7,233,1|2|4|5|6|8|9,1,12|7|8|25
7,233,1|2|4|5|6|8|9,2,14|9|6|23
7,233,1|2|4|5|6|8|9,3,21|5|6|20
7,233,1|2|4|5|6|8|9,4,15|6|5|26
7,234,1|4|5|6|7|8|10,0,9|8|6|29
7,234,1|4|5|6|7|8|10,1,7|8|7|30
7,234,1|4|5|6|7|8|10,2,8|10|6|28
7,234,1|4|5|6|7|8|10,3,19|2|6|25
7,234,1|4|5|6|7|8|10,4,11|2|6|33
7,235,0|1|4|5|8|9|10,0,13|7|3|29
7,235,0|1|4|5|8|9|10,1,8|6|12|26
7,235,0|1|4|5|8|9|10,2,14|8|10|20
7,235,0|1|4|5|8|9|10,3,16|10|9|17
7,235,0|1|4|5|8|9|10,4,14|5|6|27
7,236,0|1|2|4|5|9|10,0,14|8|13|17
7,236,0|1|2|4|5|9|10,1,13|6|13|20
7,236,0|1|2|4|5|9|10,2,18|8|9|17
7,236,0|1|2|4|5|9|10,3,19|14|9|10
7,236,0|1|2|4|5|9|10,4,14|9|7|22
7,237,2|3|5|6|7|8|9,0,11|6|10|25
7,237,2|3|5|6|7|8|9,1,10|11|4|27
7,237,2|3|5|6|7|8|9,2,11|11|4|26
7,237,2|3|5|6|7|8|9,3,18|4|10|20
7,237,2|3|5|6|7|8|9,4,12|7|4|29
7,238,2|4|5|6|7|8|9,0,15|3|7|27
7,238,2|4|5|6|7|8|9,1,11|7|7|27
7,238,2|4|5|6|7|8|9,2,14|9|5|24
7,238,2|4|5|6|7|8|9,3,15|6|8|23
7,238,2|4|5|6|7|8|9,4,14|4|3|31
7,239,2|3|5|6|7|9|10,0,10|7|4|31
7,239,2|3|5|6|7|9|10,1,11|9|6|26
7,239,2|3|5|6|7|9|10,2,12|7|5|28
7,239,2|3|5|6|7|9|10,3,19|5|8|20
7,239,2|3|5|6|7|9|10,4,13|2|4|33
7,240,0|1|3|4|5|7|9,0,18|7|8|19
7,240,0|1|3|4|5|7|9,1,17|5|9|21
7,240,0|1|3|4|5|7|9,2,20|12|5|15
7,240,0|1|3|4|5|7|9,3,26|7|11|8
7,240,0|1|3|4|5|7|9,4,18|9|5|20
7,241,0|1|3|4|8|9|10,0,10|6|9|27
7,241,0|1|3|4|8|9|10,1,8|8|10|26
7,241,0|1|3|4|8|9|10,2,16|7|8|21
7,241,0|1|3|4|8|9|10,3,15|16|9|12
7,241,0|1|3|4|8|9|10,4,20|4|3|25
7,242,1|2|3|4|6|7|9,0,18|0|12|22
7,242,1|2|3|4|6|7|9,1,17|8|4|23
7,242,1|2|3|4|6|7|9,2,22|5|4|21
7,242,1|2|3|4|6|7|9,3,22|11|3|16
7,242,1|2|3|4|6|7|9,4,20|5|6|21
7,243,0|1|3|4|5|6|8,0,13|11|8|20
7,243,0|1|3|4|5|6|8,1,17|5|7|23
7,243,0|1|3|4|5|6|8,2,24|7|6|15
7,243,0|1|3|4|5|6|8,3,30|5|9|8
7,243,0|1|3|4|5|6|8,4,22|8|3|19
7,244,0|1|3|4|5|8|9,0,11|11|9|21
7,244,0|1|3|4|5|8|9,1,10|8|9|25
7,244,0|1|3|4|5|8|9,2,22|7|7|16
7,244,0|1|3|4|5|8|9,3,23|8|11|10
7,244,0|1|3|4|5|8|9,4,18|10|6|18
7,245,0|1|2|3|4|6|8,0,17|3|12|20
7,245,0|1|2|3|4|6|8,1,17|9|10|16
7,245,0|1|2|3|4|6|8,2,19|13|6|14
